,单价,地址,小区,年份,总价,户型,朝向,标题,楼层,面积
2903,18495,光谷-光谷一路与荷叶山路交汇处(光谷八小对面),万科嘉园光谷的光,2016年建,172.0,3室2厅,南向,"万科嘉园独具性价比,满两年后期税少,值得拥有",高层（共25层）,93.0
2904,23670,关山-关山大道519号(关山大道和南湖大道交汇处),光谷坐标城,2015年建,258.0,3室2厅,南北向,上新+关山大道上+沃尔玛旁+自带暖气+满二无税+居家保养+诚,低层（共31层）,109.0
2905,18042,金融港-东湖高新开发区光谷高新四路1号,万科魅力之城,2008年建,129.9,2室2厅,南向,"金地艺境旁万科魅力之城精装2房,送家具家电,随时看",高层（共10层）,72.0
2906,17146,金融港-康魅路1号(高新四路谷尚居与魅力之城之间),金地艺境,2015年建,152.0,2室2厅,南向,金地经典朝南2房 自住精装无贷款 中间位置不临街,中层（共34层）,88.65
2907,30083,金融港-光谷大道106号,当代国际花园,2008年建,145.0,2室1厅,南向,"惊爆价!!当代国际花园 热销 2室,业主急售",中层（共4层）,48.2
2908,21678,金融港-东湖高新开发区光谷高新四路1号,万科魅力之城,2008年建,130.0,2室1厅,南向,"万科魅力之城两房59+13户型,小区中间位置",中层（共26层）,59.97
2909,15034,关山-光谷一路和南湖大道交汇处(黄龙山隧道旁),顺民宜盛花园,2016年建,132.0,2室2厅,南北向,"年末好房, 坐拥双地铁,光谷火车站旁,宜盛花园,通透大两房",中层（共11层）,87.8
2910,10333,光谷-光谷八路与神墩四路交叉口北150米,光谷未来广场,2016年建,186.0,3室2厅,南北向,光谷东恒大金碧天下湖景别墅直降八万不,中层（共3层）,180.0
2911,23333,关山-关山大道519号(关山大道和南湖大道交汇处),光谷坐标城,2014年建,315.0,3室2厅,南北向,新上光谷坐标城精装通透大三房诚心出售价格看中可谈,中层（共11层）,135.0
2912,25176,光谷-关山大道332号(新竹路与关山大道交汇处),保利时代,2014年建,268.0,3室2厅,南北向,首付70万 买保利时代3房 南北通透 换房急售,中层（共34层）,106.45
2913,33075,关山-东湖新技术开发区关山大道349号,光谷新世界,2014年建,350.0,3室2厅,南北向,光谷新世界精装三房看房方便随时看房,低层（共32层）,105.82
2914,16000,光谷-高新大道与教育中路交汇处(光谷九小旁),国创光谷上城,2017年建,200.0,3室2厅,南北向,湖口地铁站中高层毛坯通透大三房直降48万诚心急售有钥匙,中层（共32层）,125.0
2915,15181,民族大道-光谷民族大道888号,锦绣龙城,2014年建,126.0,2室2厅,南北向,锦绣龙城 精装两房 两证两年 送家具家电 价格可小刀 随时看房,中层（共32层）,83.0
2916,19663,光谷-东湖新技术开发区雄楚大道908号,金地中心城,2012年建,175.0,2室2厅,南向,金地中心城西区 175万 2室2厅1卫 精装修位置好 格局超,中层（共33层）,89.0
2917,22619,关山-关山大道与纺织路交汇处(金地格林东郡旁),红枫金座,2018年建,95.0,1室1厅,东向,光谷关山大道 光谷 精装小户型 剩余不多 赶紧联系,中层（共30层）,42.0
2918,12903,光谷东-东湖高新光谷三路,烽云慧城,2016年建,120.0,2室2厅,南北向,"首付40万,光谷东,烽云慧城刚需机会房,绿地理想城旁",低层（共33层）,93.0
2919,20625,关山-东湖开发区光谷软件园三路10号,清江山水,2012年建,165.0,2室2厅,南向,Oo美邻专盘oO 清江山水 二期 80平居家两房 送入户 照片实拍,中层（共25层）,80.0
2920,17825,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府,2017年建,200.0,3室2厅,南北向,华师一 未占用 南北通透大3房一线湖景 带车位,高层（共34层）,112.2
2921,16374,光谷东-高新大道光谷六路与神墩二路交汇处(中国十五冶,朗诗里程,2017年建,140.0,3室2厅,南北向,光谷东地铁口朗诗里程毛坯小三房光谷188旁光谷17小诚心急卖!!,中层（共27层）,85.5
2922,18452,光谷-光谷一路与荷叶山路交汇处(光谷八小对面),万科嘉园光谷的光,2017年建,155.0,3室2厅,南向,光谷一路光谷火车站旁万科嘉园精装三房中间楼层有证急售,高层（共32层）,84.0
2923,16292,光谷东-高新大道光谷六路与神墩二路交汇处(中国十五冶,朗诗里程,2016年建,145.0,3室2厅,南北向,"买房趁早也要挑好,光谷东,朗诗里程,中高楼层业主急卖,通透",高层（共27层）,89.0
2924,18632,金融港-高新六路15号(武汉大学人民医院旁),平安光谷春天,2015年建,195.0,3室2厅,南北向,万科魅力金地艺境旁平安光谷春天 精装南北通透三房 产证满二,中层（共32层）,104.66
2925,17884,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府,2014年建,200.0,3室2厅,南北向,拒绝假房源天祥尚府双卫生间三居室满两年中高观景层,高层（共34层）,111.83
2926,26006,金融港-东湖新技术开发区大学园路1号,万科红郡,2013年建,232.0,3室1厅,南北向,万科红郡精装小三房出售满二不临街高层楼采光好,中层（共32层）,89.21
2927,15747,民族大道-光谷民族大道888号,锦绣龙城,2009年建,137.0,2室2厅,南向,爆炸房源 三天必卖 锦绣龙城两房性 价比 手慢无 急售,低层（共32层）,87.0
2928,18442,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭,2015年建,142.0,2室2厅,南北向,"刚需名湖豪庭 田园风格精装修二房房东因回老家置换,现在急卖。",低层（共33层）,77.0
2929,19048,关山-关山大道与纺织路交汇处(金地格林东郡旁),红枫金座,2017年建,80.0,1室1厅,南向,"光谷关山,光谷,首付20万左右,即买即住",中层（共28层）,42.0
2930,24151,金融港-东湖新技术开发区大学园路1号,万科红郡,2013年建,202.0,2室2厅,南北向,"万科红郡 精装两房、赠送12平,得房,满2 上贰-小",中层（共32层）,83.64
2931,25556,金融港-东湖新技术开发区大学园路1号,万科城市花园,2007年建,138.0,1室2厅,南向,"上二-小、实-验-中-学、双轨出行,有地-铁、万科城市花园",中层（共11层）,54.0
2932,23864,关山-关山大道与南湖大道交汇处(光谷创意大厦旁),融科天域,2017年建,210.0,2室2厅,南向,可靠房源 南北通透 业主诚心出售 价格便宜 2证无税 拎包入住,中层（共32层）,88.0
2933,16917,关山-关山大道589-590号,中建康城,2014年建,225.0,3室2厅,东南向,真信息 软件园 中建康城 自住精装 三房两卫 两证两年,中层（共33层）,133.0
2934,22063,光谷-雄楚大街888号(武汉工程大学正对面),金地雄楚1号,2014年建,200.0,2室2厅,南向,"金地雄楚一号精装修的两居电梯房,视野开阔!",高层（共33层）,90.65
2935,21912,关山-东湖新技术开发区关山大道349号,光谷新世界,2014年建,298.0,3室2厅,南北向,光谷新世界豪装大三房 南北通透 光谷 随时安排看房,低层（共32层）,136.0
2936,14646,光谷东-光谷七路(神墩二路以南、高新二路以北),桃花源,2014年建,145.0,3室2厅,南向,"光谷东精装自住三房桃花源北区采光好,满两年,房东急卖",低层（共18层）,99.0
2937,27007,金融港-东湖新技术开发区大学园路1号,万科红郡,2013年建,370.0,4室2厅,南北向,"光谷万科四房两卫,婚房精装,产证满五",高层（共18层）,137.0
2938,17308,光谷东-珊瑚北路与九峰二路交汇处(新能源研究院北侧),北大资源山水年华,2017年建,180.0,3室2厅,南北向,"地铁口,电梯花园洋房,格局通透,中间楼层,业主诚售",高层（共7层）,104.0
2939,26808,关山-东湖新技术开发区关山大道349号,光谷新世界,2014年建,285.0,3室2厅,南北向,光谷新世界装修这样价格已近低于shichang很多了,高层（共18层）,106.31
2940,16818,民族大道-龙城路与天际路交汇处,宝业光谷丽都,2016年建,185.0,3室2厅,南向,真实丨豪华装婚房大三房 全屋壁纸 铂金中层 实拍图片,中层（共28层）,110.0
2941,15667,民族大道-龙城路6号,中谷苑,2013年建,188.0,3室2厅,南北向,中谷苑南区精装大三房 满五住房 中间楼层 南北通透户型,中层（共11层）,120.0
2942,15385,民族大道-龙城路与天际路交汇处(锦绣龙城旁),光谷地产梅花坞,2010年建,140.0,2室2厅,南向,"来了老弟,龙城路上单价15000,清水毛坯通透大两房",中层（共17层）,91.0
2943,15287,光谷东-高新二路省奥体中心东侧500米(奥体中心旁),光谷满庭春MOMΛ,2013年建,120.0,2室2厅,南向,光谷满庭春MOMΛ 120万 2室2厅1卫 普通装修周边配套,高层（共11层）,78.5
2944,18810,关山-雄楚大道与珞新路交汇处(距光谷步行街约150,光谷汇景,2014年建,79.0,1室1厅,南向,"雄楚大道BRT边首付25万,万科物业光谷汇景一室一厅无税出售",中层（共32层）,42.0
2945,14986,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府,2016年建,110.0,2室2厅,南北向,首付30万带走天祥尚府标准两房 华师一汤逊湖出国急售,中层（共34层）,73.4
2946,14000,民族大道-龙城路6号,中谷苑,2013年建,175.0,3室2厅,南北向,"锦绣龙城旁中谷苑公务员小区 ,零公摊,精准户型,可随心改造",中层（共11层）,125.0
2947,16995,光谷东-光谷三路与高新三路交汇处(奥体中心东侧500,光谷澎湃城奥山府,2020年建,328.0,5室2厅,南北向,"光谷奥山府193平大平层,多种户型可选,汉创购房有优惠",高层（共16层）,193.0
2948,23308,关山-关山大道和南湖大道交汇处(光谷创意大厦与光谷,联想江城雅居,2017年建,310.0,3室2厅,南北向,江城雅居O精装修133平大三房O看中可以谈价O真/实有效,高层（共32层）,133.0
2949,14732,关山-东湖高新区曙光软件园三路,芭比伦堡,2008年建,165.0,4室2厅,南北向,光谷六小 电梯四房 芭比伦堡精装修 产证满五 看房方便,中层（共11层）,112.0
2950,18519,关山-光谷软件园三路10号,清江山水二期,2012年建,150.0,2室2厅,南向,光谷软件园 清江山水 精装全南两房 81平送6平 单价180,低层（共25层）,81.0
2951,16345,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府,2017年建,203.0,3室2厅,南向,"名湖,安普顿 天祥尚府大三房 急售 随时看,公园环境美好",低层（共34层）,124.2
2952,22650,金融港-光谷大道106号,当代国际花园,2010年建,260.0,4室2厅,南北向,地铁2号线 赠送3个大阳台 自住保养新 万科城市花园,低层（共32层）,114.79
2953,15097,民族大道-光谷民族大道888号,锦绣龙城,2011年建,142.0,2室2厅,南北向,4.8号新上房源 两证满五年 无营业税 房东外区域换房 诚心出售,中层（共11层）,94.06
2954,25896,光谷东-光谷三路与高新三路交汇处(奥体中心东侧500,光谷澎湃城奥山府,2020年建,650.0,5室3厅,南北向,光谷奥山府光合珍藏别墅结构采用紫禁城设计三园五进重拾东方情怀,低层（共3层）,251.0
2955,21905,关山-雄楚大道与珞新路交汇处(距光谷步行街约150,光谷汇景,2017年建,92.0,1室1厅,南向,"现房光谷汇景,小户型住宅,毛坯交房,对光谷,无税",中层（共32层）,42.0
2956,19149,民族大道-民族大道与汤逊湖北路交汇处(华师一附中旁),中国铁建梧桐苑,2017年建,180.0,3室2厅,南向,枫叶国际华师一旁 梧桐苑正规小三房 欧式装修 拎包入住 急售,高层（共26层）,94.0
2957,15123,民族大道-龙城路6号,中谷苑,2014年建,214.0,3室2厅,南向,"中谷苑通透大三房,户型方正,楼层好,诚心出售",高层（共11层）,141.51
2958,16442,光谷-光谷一路与高新二路交汇处(金龙凯旋建材家俱广,光谷悦城,2017年建,171.0,3室2厅,南向,"光谷火车站 BRT旁 黄龙山公园 精装住宅,配套齐全 大学旁",中层（共33层）,104.0
2959,22989,金融港-东湖新技术开发区大学园路1号,万科城市花园,2007年建,200.0,2室2厅,南北向,Y看这里:精装两房+满二+学户未用+通透户型+价格可小刀,低层（共6层）,87.0
2960,14935,民族大道-光谷民族大道888号,锦绣龙城,2013年建,115.0,2室2厅,南北向,"zhen实房源 业主自住精装送家电,首付40万,可现场看房",高层（共18层）,77.0
2961,16071,民族大道-龙城路与天际路交汇处,宝业光谷丽都,2015年建,225.0,3室2厅,南向,"宝业光谷丽都,清水毛坯大三房,低税,有钥匙,随时看房,急售",低层（共33层）,140.0
2962,15060,民族大道-光谷民族大道888号,锦绣龙城,2014年建,125.0,2室2厅,南北向,锦绣龙城 精装两房 两证两年 户型方正 中间位置 欢迎实地看房,中层（共32层）,83.0
2963,17794,民族大道-民族大道与汤逊湖北路交汇处(华师一附中旁),中国铁建梧桐苑,2016年建,200.0,3室2厅,南北向,房东心痛出!铁建梧桐苑 三房200万 满2年!汤逊湖小�W,低层（共26层）,112.4
2964,21538,关山-光谷大道46号,丽岛漫城,2010年建,140.0,2室2厅,南向,狠房子 保K11旁丽岛漫城 光谷1小 精装修 2室 中间楼层,中层（共13层）,65.0
2965,18264,光谷东-高新大道与光谷六路交汇处(东湖高新管委会东侧,中建光谷之星,2018年建,263.0,4室2厅,南向,"中建光谷之星263万4室2厅2卫毛坯,住家毛坯有钥匙",中层（共33层）,144.0
2966,16528,民族大道-龙城路与天际路交汇处(锦绣龙城旁),光谷地产梅花坞,2016年建,159.0,3室2厅,南北向,"锦绣龙城旁梅花坞,婚装精装2房,30万品质装修,实拍视频",中层（共6层）,96.2
2967,23555,光谷-创业街与光谷一路交汇处(创业街大秦村站),新世界恒大华府,2014年建,220.0,3室2厅,南北向,本周必卖 新世界恒大华府经典小三房 房东急急售,高层（共7层）,93.4
2968,23478,光谷-关山大道与纺织路路口西行100米(武汉职业技,金地格林东郡,2016年建,270.0,3室2厅,南北向,真信息 格林东郡 南北通透房源 有钥匙 关山大道,高层（共32层）,115.0
2969,23051,金融港-东湖高新开发区光谷高新四路1号,万科魅力之城,2013年建,136.0,2室2厅,南向,"户型(59加赠送22平)满2,万科近地铁刚需优选好房!",中层（共18层）,59.0
2970,16800,民族大道-光谷民族大道888号,锦绣龙城,2009年建,168.0,3室2厅,南北向,锦绣龙城 真��房源 真��价格 精装三房 婚房装修,中层（共7层）,100.0
2971,20070,民族大道-民族大道与汤逊湖北路交汇处以西200米(华师,中冶南方韵湖首府,2016年建,230.0,4室2厅,南北向,枫叶韵湖公园旁中间楼层清水毛坯自己来当设计师,中层（共32层）,114.6
2972,16471,民族大道-光谷民族大道888号,锦绣龙城,2009年建,140.0,3室2厅,南北向,锦绣龙城 140万精装两房 ! 田园风格 满2年 诚心出售!,高层（共18层）,85.0
2973,18304,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭,2015年建,205.0,3室2厅,南北向,光谷 名湖豪庭 天祥尚府 欧式精装大三房 带车位 有钥匙!,低层（共30层）,112.0
2974,20635,"金融港-东湖新技术开发区光谷大道71号,金融港内",佛奥俊贤雅居,2014年建,130.0,2室2厅,南北向,金融港+首付40万+月供5200+佛奥俊贤雅居电梯两居+高层,高层（共18层）,63.0
2975,16429,光谷东-高新大道光谷六路与神墩二路交汇处(中国十五冶,朗诗里程,2014年建,115.0,2室2厅,南向,朗诗里程真实在卖的通透毛坯两房,中层（共33层）,70.0
2976,15730,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭,2015年建,140.0,2室2厅,南北向,名湖豪庭 精装两室两厅 小区 看房有钥匙,低层（共32层）,89.0
2977,10800,光谷东-花山生态新城花城大道1号(严西湖大桥下桥处),联投花山郡,2017年建,118.8,3室2厅,南北向,联投花山郡 新房内定 一手资源 佰分佰拿房 楼层户型任选,低层（共30层）,110.0
2978,24413,光谷-雄楚大道1008号(关山中学旁),万科锦程,2016年建,218.5,3室2厅,南向,万科锦程 家电全送 中高楼层 可拎包入住,高层（共34层）,89.5
2979,25281,金融港-东湖新技术开发区大学园路1号,万科红郡,2013年建,225.0,3室2厅,南北向,地铁2号线秀湖站旁对·口光谷二·小 拎包,低层（共32层）,89.0
2980,23662,光谷-关山大道与纺织路路口西行100米(武汉职业技,金地格林东郡,2018年建,275.0,3室2厅,南向,光谷关山 金地格林东郡 开发商精装三房 未入住 南北通透 有钥匙,中层（共32层）,116.22
2981,18957,光谷-东湖新技术开发区雄楚大道908号,金地中心城,2010年建,172.0,2室2厅,南向,金地中心城 年 精装 中高层 看房方便 诚售,高层（共31层）,90.73
2982,20290,光谷东-高新二路与大吕路交汇处(省奥体中心旁),优+国际青年互动特区,2016年建,280.0,4室2厅,南北向,光谷东北辰优+花园洋房顶楼复式送阁楼一梯两户有11号线,高层（共5层）,138.0
2983,20536,关山-光谷一路与湖口一路交汇处(光谷火车站东侧),统建天成美景,2017年建,230.0,3室2厅,南北向,光谷东双地/铁口统建天成美景精装三房南北通透中高楼层,中层（共33层）,112.0
2984,27193,金融港-东湖新技术开发区大学园路1号,万科红郡,2013年建,310.0,3室2厅,南北向,稀--缺多层洋房 两阳台 两院子 7天必--卖好房源,低层（共4层）,114.0
2985,17353,光谷东-高新大道光谷六路与神墩二路交汇处(中国十五冶,朗诗里程,2016年建,118.0,2室2厅,南北向,光谷东中心城旁朗诗里程地铁口光谷17小旁交通便利户型方正,中层（共32层）,68.0
2986,23649,关山-关山大道与南湖大道交汇处(光谷创意大厦旁),融科天域,2016年建,350.0,4室2厅,南北向,"融科天域南北通透大四房 实验 房东置换急售,随时看房",低层（共40层）,148.0
2987,13021,光谷东-花城大道9号(软件新城公交站旁),亿达云山湖,2016年建,103.0,2室2厅,南向,两房 性价比必选 79平花园洋房 欢迎来电询问,低层（共15层）,79.1
2988,15341,关山-光谷一路与南湖大道延长线交汇处,城市之光,2014年建,135.0,2室2厅,南北向,光谷一路 统建天成美景旁 城市之光 精装两房 满五惟高层,低层（共15层）,88.0
2989,14851,光谷东-光谷七路(神墩二路以南、高新二路以北),桃花源,2014年建,150.0,3室2厅,南北向,桃花源真实在卖的自住精装三房,中层（共18层）,101.0
2990,19903,关山-关山大道和南湖大道交汇处(光谷创意大厦与光谷,联想江城雅居,2015年建,245.0,3室2厅,南北向,"心若不动,风又奈何你若不伤,岁月无恙 房价再低出手才叫机会",高层（共32层）,123.1
2991,21091,光谷-康泰路与荣院路交汇处(柳林雅居对面),金地天悦,2016年建,290.0,4室2厅,南北向,光谷商圈金地天悦毛坯四居采光好户型正气一线湖景,高层（共33层）,137.5
2992,23117,关山-关山大道与珞喻路交汇处(华中科技大学正对面),泛悦城,2018年建,178.0,2室1厅,南向,光谷中心 泛悦城 这期开有小户型 稳定拿房 户型楼层可选,中层（共32层）,77.0
2993,17442,光谷-民院路180号,柒零社区,2006年建,150.0,2室2厅,南向,光谷商圈 柒零社区 单价低 楼层好 无税无贷 急售,高层（共15层）,86.0
2994,18644,关山-东湖新技术开发区茅店山路6号,加州香山美树,2013年建,220.0,3室2厅,南北向,加州香山美树 3房2厅2卫 精装两年 直接入住 随时看房 急,高层（共4层）,118.0
2995,18509,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府,2016年建,138.0,2室2厅,南北向,2.21号新上房源精装两居室 就在楼下 2018率第区,中层（共33层）,74.56
2996,18723,民族大道-光谷民族大道888号,锦绣龙城,2009年建,88.0,1室1厅,南向,民族大道 武商量贩旁 锦绣龙城 精致一室一厅 满二 采光赞,中层（共32层）,47.0
2997,15664,金融港-高新四路以南、光谷一路以东(联想产业基地对面,旭辉御府,2015年建,125.0,2室2厅,南向,旭辉御府诚意出售大两房80平米125万首付30万,高层（共34层）,79.8
2998,25741,光谷-关山大道332号(新竹路与关山大道交汇处),保利时代,2015年建,278.0,3室2厅,南北向,"经典好房子,全明户型,视野开阔,包您喜欢哟!",高层（共33层）,108.0
2999,24324,光谷-关山大道332号(新竹路与关山大道交汇处),保利时代,2018年建,180.0,1室1厅,南向,全房朝南 不动产证满2年 后期税费少 采光充足,低层（共33层）,74.0
3000,21196,金融港-康魅路1号(高新四路谷尚居与魅力之城之间),金地艺境,2015年建,185.0,2室2厅,南向,金地艺境精装两房高楼层采光好,中层（共33层）,87.28
3001,16786,民族大道-光谷民族大道888号,锦绣龙城,2012年建,219.9,3室2厅,南北向,"锦绣龙城大3房,面积有附送,真便宜",高层（共32层）,131.0
3002,11017,光谷东-花山生态新城花城大道1号(严西湖大桥下桥处),联投花山郡,2017年建,130.0,3室2厅,南北向,联投花山郡 给你稳稳的幸福 专业人做专业事 月底开 抓紧上车,中层（共6层）,118.0
3003,16964,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府,2016年建,190.0,3室2厅,南北向,三环韵湖公园旁天祥尚府南北通透精装三房中间位置中间楼层,高层（共34层）,112.0
3004,23038,光谷-东湖新技术开发区珞瑜东路2号,巴黎豪庭,2009年建,259.8,2室2厅,东南向,"精装两房真漂亮,装修设计真时尚",中层（共24层）,112.77
3005,16667,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府,2017年建,150.0,3室2厅,南向,天祥尚府精装小三房 家具家电 拎包即住 华师,高层（共33层）,90.0
3006,8365,光谷-高新大道糊口站A出口,鑫谷广场,2018年建,43.5,2室1厅,南北向,光谷特价8500地铁口不限/购平层鑫谷广场52平总价40万,中层（共27层）,52.0
3007,18007,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭,2015年建,150.0,2室2厅,南向,韵湖公园旁名湖豪庭 精装朝南大两房 产证满两年,中层（共32层）,83.3
3008,21875,关山-关山大道和南湖大道交汇处(光谷创意大厦与光谷,联想江城雅居,2017年建,175.0,2室2厅,南北向,关山大道上沃尔玛旁 江城雅居 毛坯两房 现不出手更待何时抄底,低层（共34层）,80.0
3009,19658,民族大道-东湖开发区民族大道与天际路交汇处(保利十二橡,当代安普顿小镇,2015年建,230.0,3室2厅,南北向,三环外大三房大开发商 全新精装随时看房 价格可议,高层（共32层）,117.0
3010,14634,关山-东湖高新技术开发区高新大道8号,迎宾家园,2010年建,120.0,2室2厅,南北向,"笋盘 正地铁口,迎宾家园,产证满五,房东自降15万,急售",低层（共11层）,82.0
3011,18095,光谷东-高新大道与光谷六路交汇处(东湖高新管委会东侧,国采光立方,2000年建,190.0,3室2厅,南北向,光谷东地铁口光谷之星国采光立方毛坯3房急卖随时看,低层（共17层）,105.0
3012,21186,光谷-东湖新技术开发区珞瑜东路2号,巴黎豪庭,2009年建,250.0,2室2厅,南北向,华科 地铁口 豪装两房 两室两厅两卫 有钥匙随时看 急卖,高层（共25层）,118.0
3013,11504,光谷东-花山生态新城花城大道1号(严西湖大桥下桥处),联投花山郡,2015年建,130.0,3室2厅,南向,"光谷花山联投花山郡带花园毛坯房,送100平的大院子 诚心卖。",低层（共9层）,113.0
3014,20755,关山-关山大道与南湖大道交汇处(光谷软件园对面),中建大公馆,2018年建,220.0,3室2厅,南向,中建大公馆任意户型 9楼以上 隔天签约 稳 稳 稳靠谱,中层（共33层）,106.0
3015,21352,关山-东湖新技术开发区关山一路74号,保利花园,2005年建,248.0,3室2厅,南向,保利花园居家精装大三房 主卧带朝南阳台 满五,中层（共11层）,116.15
3016,20202,关山-关山大道和南湖大道交汇处(光谷创意大厦与光谷,联想江城雅居,2016年建,200.0,3室2厅,西南向,O专盘急推O江城雅居通透3室 直降十万 采光视野好随时看,高层（共32层）,99.0
3017,18588,关山-光谷软件园三路10号,清江山水二期,2014年建,148.0,2室2厅,南向,急售!软件园 拿铁公寓旁清江山水2房 首付仅需38万,高层（共11层）,79.62
3018,15217,民族大道-民族大道318号,丽岛美生,2014年建,140.0,2室2厅,南向,丽岛美生正规南向2室2厅前后不临街不吵采光充足满五年,低层（共33层）,92.0
3019,17262,关山-光谷一路和南湖大道交汇处(黄龙山隧道旁),顺民宜盛花园,2017年建,145.0,2室2厅,南北向,"顺民精装两房,中间楼层,诚意出售,稳定卖,到价签,带着诚意来",中层（共28层）,84.0
3020,19753,光谷-康泰路与荣院路交汇处(柳林雅居对面),金地天悦,2016年建,160.0,2室2厅,南向,光谷广场 中南民大旁 金地天悦 精装两房 拎包入住 诚心出售,低层（共33层）,81.0
3021,16739,关山-武汉市江夏区高新二路128号(湖北第二师范学,佳源花都,2006年建,115.0,2室1厅,南向,双地铁口 两房豪装价 南北通透 二师旁佳源花都,低层（共11层）,68.7
3022,20755,关山-光谷软件园三路10号,清江山水二期,2013年建,220.0,4室2厅,南北向,"关山软件园边十小,居家精装四房两卫,满二少税,诚心出售",高层（共32层）,106.0
3023,15744,光谷东-高新二路与大吕路交汇处(省奥体中心旁),北辰优+,2017年建,128.0,2室2厅,南北向,"光谷东未来城,直降20万急售,当代北辰优+两房,有轨电车直达",中层（共33层）,81.3
3024,20455,金融港-东湖高新开发区光谷高新四路1号,万科魅力之城,2011年建,198.0,3室2厅,南北向,"万科魅力之城精装三居,中间楼层,采光好,满2年 看房有钥匙",中层（共18层）,96.8
3025,16600,光谷东-光谷三路与高新三路交汇处(奥体中心东侧500,光谷澎湃城奥山府,2019年建,157.7,3室2厅,南向,"光谷东,澎湃城奥山府,新房直接认购,无中介茶水费,南北通透",中层（共33层）,95.0
3026,18182,光谷东-高新大道光谷六路与神墩二路交汇处(中国十五冶,朗诗里程,2017年建,160.0,3室2厅,南向,光谷东朗诗里程精装3房房东诚售随时看房无税中间楼层,低层（共32层）,88.0
3027,10979,光谷东-花山生态新城花城大道1号(严西湖大桥下桥处),联投花山郡,2018年建,157.0,4室2厅,南北向,"联投花山郡新盘,仅需10500单价,毛坯新房交付,可看",中层（共33层）,143.0
3028,17828,光谷-珞瑜路727号,新都汇,2008年建,330.0,4室2厅,南北向,"武汉鲁巷商圈,包税出售光谷转盘旁电梯洋房大气4房,这是您要找",低层（共32层）,185.1
3029,21495,金融港-光谷大道120号(紧邻光谷金融港),现代森林小镇,2013年建,230.0,3室2厅,南北向,业主置换 现代森林小镇 精装三室 南北通透 �W为未用 随时看,低层（共11层）,107.0
3030,17045,光谷东-高新大道与光谷六路交汇处(东湖高新管委会东侧,中建光谷之星,2018年建,225.0,3室2厅,南北向,光谷东神盘中建光谷之星132平观景毛坯三房通透户型,高层（共27层）,132.0
3031,23195,金融港-东湖新技术开发区大学园路1号,万科城市花园,2014年建,328.0,3室2厅,南北向,12月22日上新万科城花+141精装电梯大三房+诚售,中层（共9层）,141.41
3032,18919,金融港-康魅路1号(高新四路谷尚居与魅力之城之间),金地艺境,2013年建,168.0,2室2厅,南北向,正 精装 无税 当代国际城 金地艺境两居 金融港旁,低层（共33层）,88.8
3033,16377,关山-武汉市江夏区高新二路128号(湖北第二师范学,佳源花都,2010年建,113.0,2室2厅,南向,真F源69平仅115万 三环内佳源花都精装修小两房 诚心出售,中层（共11层）,69.0
3034,20227,关山-关山大道和南湖大道交汇处(光谷创意大厦与光谷,联想江城雅居,2017年建,249.0,3室2厅,南北向,O好享家O江城雅居O 机会只有一次!!!不看这套房子一定后悔,高层（共33层）,123.1
3035,19200,关山-关山大道和南湖大道交汇处(光谷创意大厦与光谷,联想江城雅居,2014年建,240.0,3室2厅,南北向,"江城雅居单价两万,双学.位,通透户型,诚心急卖",中层（共32层）,125.0
3036,19355,光谷-武汉雄楚大街关西小区对面武汉工程大学校内,武汉工程大学教工宿舍,2005年建,120.0,2室1厅,南北向,光谷F口 双塘小区旁 工程大学教工宿舍通透两房 诚意出售,高层（共5层）,62.0
3037,17411,金融港-光谷一路与高新六路交汇处(2号线南延长线佛祖,当代国际城,2016年建,195.0,3室2厅,南向,"当代国际城112户型纯毛坯,地铁口 旁边就是医院",中层（共33层）,112.0
3038,25182,金融港-东湖新技术开发区大学园路1号,万科红郡,2013年建,345.0,4室2厅,南北向,机会房 万科红郡精装137+36平大四房 345万!,低层（共18层）,137.0
3039,15476,民族大道-光谷民族大道888号,锦绣龙城,2009年建,130.0,2室2厅,南向,真实好房 朝南好户型 精装两房拎包入住,中层（共30层）,84.0
3040,23545,关山-高新二路与关南园二路交汇处(光谷天地旁),光谷坐标城九期,2014年建,259.0,3室2厅,南北向,"优选坐标城急售精装三室,百闻不如一见,欢迎来电咨询,看房",低层（共32层）,110.0
3041,22897,金融港-高新六路15号(武汉大学人民医院旁),平安光谷春天,2015年建,245.0,3室2厅,南北向,"地铁口!平安光谷春天精装三房,送100平大露台!",低层（共32层）,107.0
3042,18257,光谷东-高新大道与光谷六路交汇处(东湖高新管委会东侧,中建光谷之星,2015年建,310.0,3室2厅,南北向,专盘 中建光谷之星B区小房层观景洋房新出好房四房三卫,高层（共17层）,169.8
